姓名,性别,年龄,婚姻状况,受教育程度,人生阶段,是否有车,通勤距离,通勤方式,职业,家庭编号,预期行为,行为时间,回家时间,house_ue_id,AGE,SEX,IDENTITY_ID,id,age_type
吴倩倩,女,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,1269,去学校,7时39分,15时59分,YSHY_2_1_018F_01,2,女性,bc593c04-a8d2-490f-9636-f4e27d92d5a5,bc593c04-a8d2-490f-9636-f4e27d92d5a5,child
张静,女,52,未婚,初中,上班族,有车,15-30分钟,驾车,制造业,2609,去工作地,7时46分,18时31分,YSHY_2_1_021F_04,52,女性,10c477aa-bc9c-4415-abb9-7cae59b3687f,10c477aa-bc9c-4415-abb9-7cae59b3687f,middle-aged
吕磊,男,23,未婚,小学及以下,上班族,有车,15-30分钟,公共交通,制造业,1839,去工作地,8时12分,17时48分,YSHY_9_1_011F_03,23,男性,83134be2-4d20-422a-9c22-cffdd0b21ed3,83134be2-4d20-422a-9c22-cffdd0b21ed3,teenager
谢慧,女,91,未婚,小学及以下,自由职业,无车,30-60分钟,公共交通,教育,2207,去小区公共场所,10时10分,14时11分,YSHY_8_1_021F_04,91,女性,aa97074b-07c7-4529-a84e-76f97fc1a379,aa97074b-07c7-4529-a84e-76f97fc1a379,old
余磊,男,16,未婚,小学及以下,上班族,无车,15分钟内,驾车,房地产,415,去工作地,8时16分,18时35分,YSHY_9_1_028F_02,16,男性,003c1547-59b5-4121-8f7f-e4d543777475,003c1547-59b5-4121-8f7f-e4d543777475,child
张珊倩,女,8,未婚,小学及以下,未成年学生,无车,60分钟以上,公共交通,学生,713,去学校,7时34分,15时57分,YSHY_11_1_019F_01,8,女性,58ca92ac-dbd4-4b83-8fd4-b8576d3b175e,58ca92ac-dbd4-4b83-8fd4-b8576d3b175e,child
冯志,男,57,未婚,高中,上班族,有车,15-30分钟,驾车,制造业,2449,去工作地,7时46分,17时22分,YSHY_5_1_014F_02,57,男性,2aecc64b-81e9-471a-9e45-3aaedcdd96aa,2aecc64b-81e9-471a-9e45-3aaedcdd96aa,old
杜建斌,男,20,未婚,高中,上班族,有车,30-60分钟,驾车,文化/体育/娱乐,1641,去工作地,7时32分,19时2分,YSHY_1_1_006F_04,20,男性,2e7906f1-417b-4625-983f-41bdfa3d04a1,2e7906f1-417b-4625-983f-41bdfa3d04a1,teenager
朱秀妍,女,49,已婚,高中,上班族,有车,15-30分钟,公共交通,社会保障/公共管理,173,去工作地,7时46分,18时18分,YSHY_3_1_018F_04,49,女性,399a8ee3-a48a-49c2-b7e1-660bf908647e,399a8ee3-a48a-49c2-b7e1-660bf908647e,middle-aged
黄波天,男,99,未婚,初中,上班族,有车,30-60分钟,公共交通,社会保障/公共管理,2567,去工作地,8时3分,18时27分,YSHY_13_1_003F_03,99,男性,a367afaf-a480-4bdc-868c-8becc61b0a93,a367afaf-a480-4bdc-868c-8becc61b0a93,old
李琳珺,女,28,未婚,高中,上班族,无车,15-30分钟,驾车,教育,2541,去工作地,7时57分,18时14分,YSHY_7_1_015F_02,28,女性,8fb9bc69-bf89-4e4c-953f-c43f0c4aaf27,8fb9bc69-bf89-4e4c-953f-c43f0c4aaf27,teenager
苏美,女,5,未婚,小学及以下,未成年学生,无车,30-60分钟,驾车,学生,273,去学校,7时36分,15时58分,YSHY_9_1_007F_01,5,女性,9740068a-d049-4ddd-bb83-75bfcb156b4a,9740068a-d049-4ddd-bb83-75bfcb156b4a,child
高敏唯,女,19,未婚,初中,自由职业,无车,15-30分钟,其他,卫生/公共安全,1978,去小区公共场所,10时53分,14时28分,YSHY_10_1_016F_03,19,女性,0373b741-825c-48c1-b469-6fc26e19ba10,0373b741-825c-48c1-b469-6fc26e19ba10,teenager
刘紫,女,37,未婚,小学及以下,上班族,无车,15分钟内,其他,制造业,2080,去工作地,7时32分,18时28分,YSHY_8_1_016F_02,37,女性,d4499f5b-4ac0-4af5-bb93-11648b22cccc,d4499f5b-4ac0-4af5-bb93-11648b22cccc,teenager
余泽,男,1,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,1204,去学校,7时36分,16时0分,YSHY_8_1_025F_04,1,男性,cff6aee6-a0cc-4478-b7f8-234015d2d4e0,cff6aee6-a0cc-4478-b7f8-234015d2d4e0,child
吴豪,男,36,未婚,小学及以下,上班族,有车,15分钟内,驾车,社会保障/公共管理,2625,去工作地,8时4分,18时17分,YSHY_1_1_031F_03,36,男性,2e95189a-0632-4ce7-a3a5-6b354040b2f9,2e95189a-0632-4ce7-a3a5-6b354040b2f9,teenager
郑艳,女,51,已婚,小学及以下,上班族,无车,15分钟内,公共交通,社会保障/公共管理,1248,去工作地,7时38分,19时52分,YSHY_8_1_025F_04,51,女性,d66f95af-625d-4946-9d46-a6fe028c467f,d66f95af-625d-4946-9d46-a6fe028c467f,middle-aged
曹武,男,37,未婚,初中,上班族,无车,15-30分钟,公共交通,社会保障/公共管理,2334,去工作地,7时52分,17时46分,YSHY_5_1_028F_01,37,男性,f3073bc9-23c4-4892-83b5-f1200a155273,f3073bc9-23c4-4892-83b5-f1200a155273,teenager
郭峰,男,26,未婚,本科,大学生,有车,30-60分钟,驾车,大学生,2586,去学校,7时54分,16时3分,YSHY_12_1_011F_03,26,男性,db34aa31-2cdb-4fd6-8a0d-68ac00539e8a,db34aa31-2cdb-4fd6-8a0d-68ac00539e8a,teenager
林琳,女,73,已婚,初中,退休,有车,15分钟内,骑车,自然资源,315,去小区商场,10时36分,15时54分,YSHY_12_1_026F_03,73,女性,3a27b424-e073-484c-8175-034e7594532b,3a27b424-e073-484c-8175-034e7594532b,old
吕峰建,男,26,未婚,小学及以下,上班族,无车,15-30分钟,驾车,制造业,2587,去工作地,7时34分,17时5分,YSHY_13_1_016F_04,26,男性,7ae9ead9-93bf-45c6-bc39-98c9d09752ea,7ae9ead9-93bf-45c6-bc39-98c9d09752ea,teenager
蒋钊刚,男,8,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,8,去学校,7时30分,15时57分,YSHY_4_1_020F_04,8,男性,076fe484-431f-41a7-867f-4c6622cda7eb,076fe484-431f-41a7-867f-4c6622cda7eb,child
苏纯嫣,女,33,未婚,小学及以下,上班族,无车,15分钟内,驾车,卫生/公共安全,1716,去工作地,7时55分,19时7分,YSHY_3_1_029F_04,33,女性,3a0874ca-8eb9-4962-aa67-890e1c02a74d,3a0874ca-8eb9-4962-aa67-890e1c02a74d,teenager
吕馨璐,女,27,未婚,初中,上班族,无车,15分钟内,公共交通,教育,2541,去工作地,7时53分,19时17分,YSHY_7_1_015F_02,27,女性,0c5e3ba5-86c9-4548-b9c1-4e818dc513dd,0c5e3ba5-86c9-4548-b9c1-4e818dc513dd,teenager
谢光驰,男,32,已婚,小学及以下,上班族,有车,15分钟内,驾车,卫生/公共安全,1249,去工作地,7时45分,17时12分,YSHY_2_1_009F_04,32,男性,3b3f939d-113f-48cb-8ebf-a433378d513e,3b3f939d-113f-48cb-8ebf-a433378d513e,teenager
杜斯,女,1,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,308,去学校,7时35分,15时59分,YSHY_13_1_019F_04,1,女性,ba4f83d9-b8e9-4373-bd1e-71915e381e91,ba4f83d9-b8e9-4373-bd1e-71915e381e91,child
周琴莎,女,36,未婚,小学及以下,上班族,无车,15-30分钟,驾车,建筑,2481,去工作地,7时43分,18时21分,YSHY_7_1_009F_04,36,女性,d992fa99-5b8f-4af2-86ef-f0160096b378,d992fa99-5b8f-4af2-86ef-f0160096b378,teenager
彭骏驰,男,4,未婚,小学及以下,未成年学生,无车,15分钟内,骑车,学生,875,去学校,7时24分,16时0分,YSHY_10_1_008F_04,4,男性,2813b48f-61c2-49a9-a80c-7ad7b3dce9e1,2813b48f-61c2-49a9-a80c-7ad7b3dce9e1,child
田婷紫,女,50,已婚,初中,上班族,有车,15-30分钟,骑车,科研,346,去工作地,7时34分,18时47分,YSHY_12_1_017F_04,50,女性,f5cfb3d1-472f-40e8-bbe1-e0a84d0f63b3,f5cfb3d1-472f-40e8-bbe1-e0a84d0f63b3,middle-aged
邓志,男,37,未婚,初中,上班族,无车,30-60分钟,公共交通,金融,2098,去工作地,7时43分,19时23分,YSHY_5_1_023F_03,37,男性,af8fe6af-6e9e-4e2b-ad00-92ec4709286e,af8fe6af-6e9e-4e2b-ad00-92ec4709286e,teenager
蒋静丽,女,48,未婚,小学及以下,上班族,无车,15-30分钟,驾车,信息/软件技术,2660,去工作地,8时5分,18时41分,YSHY_1_1_025F_04,48,女性,64dc1bed-4b3f-4a55-a469-60970eacba53,64dc1bed-4b3f-4a55-a469-60970eacba53,middle-aged
马雅,女,50,未婚,小学及以下,自由职业,无车,30-60分钟,公共交通,信息/软件技术,2102,去小区公共场所,10时59分,15时39分,YSHY_12_1_018F_03,50,女性,3b33be45-3cb9-4f71-8ca0-8fe5f0a9da8a,3b33be45-3cb9-4f71-8ca0-8fe5f0a9da8a,middle-aged
许雅丽,女,41,已婚,高中,上班族,有车,30-60分钟,驾车,批发和零售,1205,去工作地,7时42分,17时50分,YSHY_7_1_021F_04,41,女性,9831cac4-95d8-4a86-9fca-7715714be85b,9831cac4-95d8-4a86-9fca-7715714be85b,middle-aged
彭凛,男,50,已婚,小学及以下,上班族,有车,30-60分钟,驾车,制造业,1250,去工作地,7时58分,17时59分,YSHY_12_1_003F_02,50,男性,45c86540-82c0-4879-90d3-6035d4efcb8b,45c86540-82c0-4879-90d3-6035d4efcb8b,middle-aged
蔡宗武,男,82,已婚,小学及以下,自由职业,有车,15-30分钟,驾车,社会保障/公共管理,1251,去小区公共场所,11时44分,17时7分,YSHY_7_1_003F_03,82,男性,53b4504f-e8e6-4492-81e9-bdb636f582be,53b4504f-e8e6-4492-81e9-bdb636f582be,old
许唯,女,9,未婚,小学及以下,未成年学生,无车,15-30分钟,公共交通,学生,1034,去学校,7时35分,15时56分,YSHY_10_1_004F_01,9,女性,6aee3c34-a4a8-4115-9fe1-f44e8926d56e,6aee3c34-a4a8-4115-9fe1-f44e8926d56e,child
陈媛慧,女,8,未婚,小学及以下,未成年学生,无车,15分钟内,驾车,学生,839,去学校,7时33分,15时56分,YSHY_6_1_020F_03,8,女性,1a0e39ec-5a30-463d-a2b4-d714fee924ac,1a0e39ec-5a30-463d-a2b4-d714fee924ac,child
于伟,男,10,未婚,小学及以下,未成年学生,无车,15分钟内,其他,学生,1024,去学校,7时30分,16时52分,YSHY_1_1_016F_04,10,男性,acc58410-f809-46ce-ba8b-ff2046b359d4,acc58410-f809-46ce-ba8b-ff2046b359d4,child
蒋婷,女,4,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,1120,去学校,7时30分,16时1分,YSHY_8_1_013F_03,4,女性,41b6d80a-79dd-4d22-9061-a731361be7b8,41b6d80a-79dd-4d22-9061-a731361be7b8,child
唐波,男,4,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,326,去学校,7时27分,15时58分,YSHY_3_1_011F_04,4,男性,3d8db3ca-ea35-48cf-8b18-eaaee70263c1,3d8db3ca-ea35-48cf-8b18-eaaee70263c1,child
罗莉,女,19,未婚,小学及以下,上班族,无车,15分钟内,骑车,教育,2648,去工作地,7时44分,18时59分,YSHY_5_1_016F_01,19,女性,cc077355-08c9-4f7f-87e2-cbcc54cd822d,cc077355-08c9-4f7f-87e2-cbcc54cd822d,teenager
彭宇,男,3,未婚,小学及以下,未成年学生,无车,30-60分钟,步行,学生,715,去学校,7时25分,15时58分,YSHY_5_1_007F_02,3,男性,1518db6a-c361-477c-8cf6-eeb788139077,1518db6a-c361-477c-8cf6-eeb788139077,child
叶梅,女,28,已婚,初中,上班族,有车,15-30分钟,骑车,制造业,1210,去工作地,7时40分,18时40分,YSHY_11_1_007F_02,28,女性,852cb2fb-5a36-49a8-a0ee-60c2cdd7f1fe,852cb2fb-5a36-49a8-a0ee-60c2cdd7f1fe,teenager
沈晓,男,31,已婚,小学及以下,上班族,无车,30-60分钟,公共交通,自然资源,1252,去工作地,7时58分,18时58分,YSHY_13_1_022F_03,31,男性,96629c8b-835d-4777-8d16-6d6368fbfa5e,96629c8b-835d-4777-8d16-6d6368fbfa5e,teenager
魏艳,女,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,611,去学校,7时26分,16时4分,YSHY_1_1_028F_03,2,女性,cb096f73-3dcf-4fb1-91cc-d7e759783849,cb096f73-3dcf-4fb1-91cc-d7e759783849,child
邓丽美,女,31,已婚,初中,上班族,无车,15分钟内,公共交通,卫生/公共安全,1197,去工作地,7时41分,18时29分,YSHY_10_1_007F_02,31,女性,0aa44e4d-971a-4d98-8855-a8086dd3f85e,0aa44e4d-971a-4d98-8855-a8086dd3f85e,teenager
刘莎琳,女,79,未婚,小学及以下,退休,有车,15分钟内,步行,交通运输/仓储/邮政,2177,去小区商场,10时23分,15时27分,YSHY_11_1_018F_01,79,女性,dfbe839f-54ca-46a1-8f67-fc2ac105e261,dfbe839f-54ca-46a1-8f67-fc2ac105e261,old
许健,男,53,未婚,初中,上班族,无车,15-30分钟,驾车,建筑,2178,去工作地,7时19分,18时1分,YSHY_11_1_015F_03,53,男性,fbecd86d-c4a4-40d6-82ee-85f515f08802,fbecd86d-c4a4-40d6-82ee-85f515f08802,middle-aged
谢洁雪,女,31,未婚,本科,上班族,有车,15分钟内,驾车,批发和零售,2482,去工作地,8时0分,18时12分,YSHY_1_1_005F_01,31,女性,0767e075-60cb-45cd-a2a3-fdc500a78975,0767e075-60cb-45cd-a2a3-fdc500a78975,teenager
曾倩艳,女,92,已婚,高中,上班族,有车,15-30分钟,驾车,制造业,1301,去工作地,7时45分,19时13分,YSHY_5_1_005F_01,92,女性,c6815ba3-ff8e-41c6-b480-fc8e276ac123,c6815ba3-ff8e-41c6-b480-fc8e276ac123,old
宋斌,男,58,未婚,小学及以下,上班族,有车,15分钟内,公共交通,教育,2595,去工作地,7时24分,19时37分,YSHY_1_1_014F_04,58,男性,155665fe-42f0-4543-b640-6c475254fda4,155665fe-42f0-4543-b640-6c475254fda4,old
程萍敏,女,33,已婚,小学及以下,上班族,无车,15分钟内,驾车,制造业,735,去工作地,7时54分,18时3分,YSHY_5_1_019F_04,33,女性,3cdab227-e203-46a9-aee3-f6d3f4824f93,3cdab227-e203-46a9-aee3-f6d3f4824f93,teenager
程航,男,18,未婚,小学及以下,上班族,有车,15分钟内,驾车,社会保障/公共管理,2386,去工作地,7时16分,18时49分,YSHY_13_1_004F_01,18,男性,16bbf93f-5865-439d-85b7-429a3d796c3e,16bbf93f-5865-439d-85b7-429a3d796c3e,child
程志志,男,15,未婚,小学及以下,未成年学生,无车,30-60分钟,驾车,学生,356,去学校,7时35分,17时33分,YSHY_11_1_025F_04,15,男性,3db168ef-c97e-4946-998a-2171055d96d0,3db168ef-c97e-4946-998a-2171055d96d0,child
郭青,女,12,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,622,去学校,7时28分,17时1分,YSHY_7_1_013F_02,12,女性,e296a57b-fe4b-4a2e-a8f7-89dce5d9b547,e296a57b-fe4b-4a2e-a8f7-89dce5d9b547,child
黄斌,男,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,1240,去学校,7时28分,16时0分,YSHY_5_1_023F_01,2,男性,69d563d3-d767-493d-8569-0eca7f81f3c8,69d563d3-d767-493d-8569-0eca7f81f3c8,child
张梓健,男,55,未婚,高中,上班族,有车,15-30分钟,驾车,房地产,2579,去工作地,8时0分,18时48分,YSHY_13_1_013F_01,55,男性,f817db34-830f-4272-a4e9-de936dab856c,f817db34-830f-4272-a4e9-de936dab856c,old
韩航,男,44,未婚,小学及以下,上班族,无车,15-30分钟,驾车,教育,2368,去工作地,8时0分,18时26分,YSHY_12_1_024F_03,44,男性,eee9193a-08ab-441f-a427-0bf1617fafc6,eee9193a-08ab-441f-a427-0bf1617fafc6,middle-aged
蒋燕,女,16,未婚,初中,上班族,无车,15分钟内,驾车,教育,44,去工作地,7时55分,17时54分,YSHY_12_1_019F_01,16,女性,8a9f5118-166f-4275-9974-fa51f005223d,8a9f5118-166f-4275-9974-fa51f005223d,child
曹天,男,41,已婚,初中,上班族,无车,15-30分钟,驾车,金融,1253,去工作地,7时52分,18时17分,YSHY_4_1_017F_03,41,男性,8a122a3d-42f1-4c62-b447-bd8aa356ec92,8a122a3d-42f1-4c62-b447-bd8aa356ec92,middle-aged
孙明,男,81,未婚,初中,上班族,无车,15-30分钟,驾车,信息/软件技术,2521,去工作地,7时9分,17时33分,YSHY_9_1_028F_01,81,男性,e0df8a85-97e2-41e6-af7c-aa85b321ad12,e0df8a85-97e2-41e6-af7c-aa85b321ad12,old
徐莹,女,41,未婚,小学及以下,自由职业,有车,30-60分钟,驾车,制造业,1850,去小区公共场所,11时1分,14时18分,YSHY_7_1_017F_03,41,女性,ea19fda0-e0fe-42f4-8783-bfeee5defaf2,ea19fda0-e0fe-42f4-8783-bfeee5defaf2,middle-aged
冯慧霞,女,51,未婚,小学及以下,上班族,无车,30-60分钟,驾车,住宿/餐饮,1335,去工作地,8时4分,18时58分,YSHY_10_1_007F_04,51,女性,e5c1eeee-90c9-4379-9733-84d5e7654fb1,e5c1eeee-90c9-4379-9733-84d5e7654fb1,middle-aged
董骏,男,12,未婚,小学及以下,未成年学生,无车,15-30分钟,骑车,学生,926,去学校,7时38分,17时9分,YSHY_2_1_007F_02,12,男性,ba554cd2-6abd-49bd-8fbf-a99c62ad1246,ba554cd2-6abd-49bd-8fbf-a99c62ad1246,child
吕晓敏,女,34,未婚,小学及以下,上班族,无车,15分钟内,驾车,卫生/公共安全,2598,去工作地,7时11分,18时27分,YSHY_5_1_026F_03,34,女性,38206ff8-c01e-4b7f-9ca2-c09da27103ac,38206ff8-c01e-4b7f-9ca2-c09da27103ac,teenager
黄晓,男,21,未婚,高中,上班族,无车,30-60分钟,其他,制造业,2217,去工作地,7时19分,18时42分,YSHY_6_1_008F_02,21,男性,982974cb-6072-4d97-a73c-62555acce653,982974cb-6072-4d97-a73c-62555acce653,teenager
唐勇斌,男,34,未婚,小学及以下,上班族,有车,15-30分钟,驾车,制造业,2229,去工作地,7时34分,19时18分,YSHY_11_1_025F_01,34,男性,b15bdf3e-d2b7-4035-9866-6720d48ce788,b15bdf3e-d2b7-4035-9866-6720d48ce788,teenager
冯梦,女,36,未婚,小学及以下,上班族,无车,15分钟内,骑车,社会保障/公共管理,2657,去工作地,8时9分,18时53分,YSHY_4_1_012F_03,36,女性,39a04959-6755-4170-8cc8-b30ce1fa0409,39a04959-6755-4170-8cc8-b30ce1fa0409,teenager
谢玲玲,女,50,已婚,初中,上班族,无车,30-60分钟,驾车,房地产,640,去工作地,7时55分,17时34分,YSHY_10_1_001F_02,50,女性,70d36fab-103c-439c-ae70-2a44de35f3d6,70d36fab-103c-439c-ae70-2a44de35f3d6,middle-aged
郑唯,女,47,已婚,小学及以下,上班族,无车,15-30分钟,公共交通,建筑,552,去工作地,7时21分,17时13分,YSHY_8_1_016F_02,47,女性,561f5d12-3c8b-48b4-aa82-ec77eec2b649,561f5d12-3c8b-48b4-aa82-ec77eec2b649,middle-aged
王倩萍,女,46,未婚,小学及以下,上班族,无车,30-60分钟,驾车,社会保障/公共管理,2033,去工作地,7时50分,17时39分,YSHY_5_1_021F_04,46,女性,623643ee-24b9-441d-a73e-d9ff3cb44410,623643ee-24b9-441d-a73e-d9ff3cb44410,middle-aged
肖静,女,75,已婚,小学及以下,退休,有车,15分钟内,公共交通,交通运输/仓储/邮政,491,去小区商场,9时7分,14时30分,YSHY_9_1_006F_01,75,女性,a84ecb42-8e7d-4461-974e-6f8e83487d0b,a84ecb42-8e7d-4461-974e-6f8e83487d0b,old
蔡志鹏,男,15,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,379,去学校,7时33分,17时32分,YSHY_5_1_008F_03,15,男性,f2629ba9-68af-491d-9cc5-554c1f02dc8a,f2629ba9-68af-491d-9cc5-554c1f02dc8a,child
冯梓,男,34,未婚,小学及以下,上班族,无车,30-60分钟,驾车,卫生/公共安全,1941,去工作地,7时41分,18时49分,YSHY_8_1_023F_03,34,男性,427add2b-1681-48b3-a76a-ac9639975848,427add2b-1681-48b3-a76a-ac9639975848,teenager
彭玲佳,女,53,未婚,本科,上班族,有车,15分钟内,公共交通,制造业,1962,去工作地,7时47分,17时35分,YSHY_9_1_005F_01,53,女性,dbe05380-20a2-442f-82d1-8379ee4849f3,dbe05380-20a2-442f-82d1-8379ee4849f3,middle-aged
彭超华,男,2,未婚,小学及以下,未成年学生,无车,15分钟内,步行,无,419,去学校,7时28分,16时1分,YSHY_6_1_025F_01,2,男性,9323f060-0433-4ecf-9dab-268750d032a0,9323f060-0433-4ecf-9dab-268750d032a0,child
沈茹,女,7,未婚,小学及以下,未成年学生,无车,15-30分钟,驾车,学生,1252,去学校,7时29分,16时3分,YSHY_13_1_022F_03,7,女性,c87496e8-935b-4bbe-91f6-8617aadc5261,c87496e8-935b-4bbe-91f6-8617aadc5261,child
吕静,女,22,未婚,小学及以下,上班族,有车,60分钟以上,公共交通,社会保障/公共管理,1889,去工作地,7时46分,17时15分,YSHY_1_1_003F_04,22,女性,d681031e-7e79-4a15-89b3-82253484d144,d681031e-7e79-4a15-89b3-82253484d144,teenager
林凛梓,男,58,未婚,小学及以下,上班族,有车,15-30分钟,驾车,教育,1986,去工作地,7时20分,17时10分,YSHY_6_1_029F_04,58,男性,210e5115-54f0-40eb-bc11-b70ffa7b87b5,210e5115-54f0-40eb-bc11-b70ffa7b87b5,old
蔡馨,女,63,未婚,高中,退休,无车,15分钟内,其他,社会保障/公共管理,2251,去小区商场,11时46分,16时36分,YSHY_9_1_002F_04,63,女性,7138cecd-3e2a-4609-a069-8893bf3a171f,7138cecd-3e2a-4609-a069-8893bf3a171f,old
林武,男,66,已婚,初中,退休,有车,15分钟内,驾车,批发和零售,1254,去小区商场,10时0分,14时34分,YSHY_5_1_020F_02,66,男性,5ab25e5a-f029-4b5b-a8db-dde1167bf679,5ab25e5a-f029-4b5b-a8db-dde1167bf679,old
余纯,女,36,未婚,小学及以下,上班族,无车,15-30分钟,驾车,金融,2502,去工作地,7时56分,18时29分,YSHY_9_1_017F_04,36,女性,76181a52-c3c6-441d-adb7-6f730addcc37,76181a52-c3c6-441d-adb7-6f730addcc37,teenager
袁志凛,男,72,已婚,小学及以下,自由职业,有车,15-30分钟,驾车,制造业,1255,去小区公共场所,10时13分,15时43分,YSHY_4_1_003F_02,72,男性,c12d9c36-89a4-428d-b0a7-548f2b0da366,c12d9c36-89a4-428d-b0a7-548f2b0da366,old
韩志晓,男,22,已婚,初中,上班族,有车,15分钟内,骑车,批发和零售,1256,去工作地,7时34分,17时52分,YSHY_3_1_005F_04,22,男性,e9a36950-ed13-457c-ad15-381cd451652b,e9a36950-ed13-457c-ad15-381cd451652b,teenager
吴青,女,33,已婚,小学及以下,上班族,无车,30-60分钟,公共交通,交通运输/仓储/邮政,684,去工作地,7时41分,18时38分,YSHY_11_1_021F_02,33,女性,51fd164a-00a5-4f86-9e98-31bfffa4a5d9,51fd164a-00a5-4f86-9e98-31bfffa4a5d9,teenager
郭博,男,37,未婚,小学及以下,上班族,无车,60分钟以上,公共交通,制造业,1936,去工作地,7时46分,18时36分,YSHY_11_1_025F_04,37,男性,9de772ff-974b-43df-ad5a-c44a63189dae,9de772ff-974b-43df-ad5a-c44a63189dae,teenager
魏秀萍,女,90,未婚,初中,退休,无车,15分钟内,驾车,社会保障/公共管理,2258,去小区商场,10时38分,15时59分,YSHY_3_1_019F_01,90,女性,d7bf336d-79ac-4e09-ad54-a4372705edbc,d7bf336d-79ac-4e09-ad54-a4372705edbc,old
林涛武,男,28,已婚,高中,上班族,无车,15分钟内,驾车,金融,1257,去工作地,8时12分,18时33分,YSHY_6_1_008F_04,28,男性,04219756-d710-4716-aa03-083064bbcb87,04219756-d710-4716-aa03-083064bbcb87,teenager
宋博光,男,25,已婚,小学及以下,上班族,有车,15-30分钟,公共交通,租赁/商务服务,1258,去工作地,7时32分,19时45分,YSHY_12_1_003F_04,25,男性,d3ba63fe-3819-4554-a205-ee8b7c3389ff,d3ba63fe-3819-4554-a205-ee8b7c3389ff,teenager
苏波,男,15,未婚,小学及以下,未成年学生,无车,15-30分钟,公共交通,学生,953,去学校,7时30分,17时30分,YSHY_2_1_009F_04,15,男性,5d075c53-1474-4674-84ea-ca6ac75fcace,5d075c53-1474-4674-84ea-ca6ac75fcace,child
林梓晓,男,56,未婚,初中,上班族,有车,15-30分钟,驾车,制造业,1388,去工作地,7时35分,19时27分,YSHY_6_1_014F_04,56,男性,35ddca5e-fe27-45f7-b0f5-771ed077c54f,35ddca5e-fe27-45f7-b0f5-771ed077c54f,old
